,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,Particulate Organic Carbon (mg/L),Extracted Chlorophyll a (µg/L),CTD Specific Conductivity (µS/cm),Total Nitrogen (mg/L),Nitrate + Nitrite (mg N/L),CTD Dissolved Oxygen (mg/L),Total Phosphorus (µg P/L),Secchi Depth (m),Total Suspended Solids (mg/L),CTD Temperature (°C),Turbidity (NTU)
257,258.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC44S01,,,277.7,,0.042,,3.7199999999999998,,,24.2,0.476
258,259.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,8.1,Mid Epilimnion,surface water,Individual,routine field sample,10GC44S02,,,278.8,,0.044000000000000004,,3.768,,,24.2,0.486
259,260.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,30.0,Mid Hypolimnion,surface water,Individual,routine field sample,10GC44S06,,,291.7,,0.265,,3.1925,,,7.9,0.313
260,261.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,4.8,Five Meter,surface water,Individual,routine field sample,10GC44S0A,,,,,,,,,,24.2,
261,262.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,32.4,Bottom Minus,surface water,Individual,routine field sample,10GC44S11,,,291.3,,0.10800000000000001,,3.0789999999999997,,,7.9,0.342
262,263.0,2010.0,August   ,Summer,Erie,ER1021,E010G10,ER10,33.1,42.679883000000004,-79.69188299999999,2010-08-11 04:46:00,EDT,13.0,Deep Chlorophyll Layer,surface water,Individual,routine field sample,10GC44S15,,,279.3,,0.031,,3.6615,,,23.8,0.441
263,264.0,2011.0,April    ,Spring,Erie,ER1111-SV,E059M11,ER59,8.1,41.727,-83.15,2011-04-11 20:05:00,EDT,3.7,Middle Depth,surface water,INSITU_MEAS,field duplicate,11GC17D43,,,312.5,,0.71,,21.036,,,5.5,7.22
264,265.0,2011.0,April    ,Spring,Erie,ER1111-SV,E061M11,ER61,9.1,41.946999999999996,-83.044,2011-04-11 17:20:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC17I12,,,,,0.567,,17.857,,,4.9,
265,266.0,2011.0,April    ,Spring,Erie,ER1111-SV,E060M11,ER60,8.4,41.891999999999996,-83.197,2011-04-11 18:51:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC17I32,,,,,0.456,,54.646499999999996,,,4.6,
266,267.0,2011.0,April    ,Spring,Erie,ER1111-SV,E059M11,ER59,8.1,41.727,-83.15,2011-04-11 20:05:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC17I52,,,,,0.714,,19.205000000000002,,,5.5,
267,268.0,2011.0,April    ,Spring,Erie,ER1111-SV,E058M11,ER58,9.6,41.68600000000001,-81.066,2011-04-11 21:23:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC17I72,,,,,1.475,,36.3715,,,,
268,269.0,2011.0,April    ,Spring,Erie,ER1111-SV,E091M11,ER91M,10.5,41.84,-82.917,2011-04-11 22:36:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC17I92,,,,,1.072,,16.043,,,,
269,270.0,2011.0,April    ,Spring,Erie,ER1111-SV,E060M11,ER60,8.4,41.891999999999996,-83.197,2011-04-11 18:51:00,EDT,0.0,Synthetic Sample,surface water,INSITU_MEAS,field blank,11GC17R20,,,0.6743,,-0.003054,,-0.08199999999999996,,,0.0,0.144
270,271.0,2011.0,April    ,Spring,Erie,ER1111-SV,E061M11,ER61,9.1,41.946999999999996,-83.044,2011-04-11 17:20:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,11GC17S01,,,244.4,,0.5660000000000001,,17.369,,,4.9,12.8
271,272.0,2011.0,April    ,Spring,Erie,ER1111-SV,E061M11,ER61,9.1,41.946999999999996,-83.044,2011-04-11 17:20:00,EDT,4.3,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC17S03,,,244.6,,0.565,,17.476,,,4.9,12.3
272,273.0,2011.0,April    ,Spring,Erie,ER1111-SV,E061M11,ER61,9.1,41.946999999999996,-83.044,2011-04-11 17:20:00,EDT,7.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC17S11,,,245.1,,0.5670000000000001,,16.3285,,,4.9,12.1
273,274.0,2011.0,April    ,Spring,Erie,ER1111-SV,E060M11,ER60,8.4,41.891999999999996,-83.197,2011-04-11 18:51:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,11GC17S21,,,225.9,,0.455,,55.591499999999996,,,4.6,13.4
274,275.0,2011.0,April    ,Spring,Erie,ER1111-SV,E060M11,ER60,8.4,41.891999999999996,-83.197,2011-04-11 18:51:00,EDT,3.6,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC17S23,,,225.5,,0.456,,55.545500000000004,,,4.6,35.9
275,276.0,2011.0,April    ,Spring,Erie,ER1111-SV,E060M11,ER60,8.4,41.891999999999996,-83.197,2011-04-11 18:51:00,EDT,6.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC17S31,,,226.1,,0.456,,54.036500000000004,,,4.6,31.5
276,277.0,2011.0,April    ,Spring,Erie,ER1111-SV,E059M11,ER59,8.1,41.727,-83.15,2011-04-11 20:05:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,11GC17S41,,,312.0,,0.715,,20.438499999999998,,,5.5,7.12
277,278.0,2011.0,April    ,Spring,Erie,ER1111-SV,E059M11,ER59,8.1,41.727,-83.15,2011-04-11 20:05:00,EDT,3.7,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC17S43,,,312.2,,0.715,,19.7855,,,5.5,7.13
278,279.0,2011.0,April    ,Spring,Erie,ER1111-SV,E059M11,ER59,8.1,41.727,-83.15,2011-04-11 20:05:00,EDT,6.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC17S51,,,312.1,,0.7140000000000001,,20.9895,,,5.5,6.93
279,280.0,2011.0,April    ,Spring,Erie,ER1111-SV,E058M11,ER58,9.6,41.68600000000001,-81.066,2011-04-11 21:23:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,11GC17S61,,,315.1,,1.479,,34.4215,,,5.6,11.7
280,281.0,2011.0,April    ,Spring,Erie,ER1111-SV,E058M11,ER58,9.6,41.68600000000001,-81.066,2011-04-11 21:23:00,EDT,4.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC17S63,,,316.0,,1.483,12.36,37.789,,,5.6,13.1
281,282.0,2011.0,April    ,Spring,Erie,ER1111-SV,E058M11,ER58,9.6,41.68600000000001,-81.066,2011-04-11 21:23:00,EDT,7.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC17S71,,,314.5,,1.4709999999999999,,38.4815,,,5.6,15.8
282,283.0,2011.0,April    ,Spring,Erie,ER1111-SV,E091M11,ER91M,10.5,41.84,-82.917,2011-04-11 22:36:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,11GC17S81,,,314.9,,1.0659999999999998,,14.6595,,,5.3,5.38
283,284.0,2011.0,April    ,Spring,Erie,ER1111-SV,E091M11,ER91M,10.5,41.84,-82.917,2011-04-11 22:36:00,EDT,5.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC17S82,,,315.1,,1.067,,15.806000000000001,,,5.3,5.11
284,285.0,2011.0,April    ,Spring,Erie,ER1111-SV,E091M11,ER91M,10.5,41.84,-82.917,2011-04-11 22:36:00,EDT,9.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC17S91,,,315.0,,1.073,,15.110999999999999,,,5.3,5.27
285,286.0,2011.0,April    ,Spring,Erie,ER1111-SV,E092M11,ER92,11.0,41.95,-82.686,2011-04-12 00:31:00,EDT,2.0,Surface,surface water,INSITU_MEAS,lab duplicate,11GC18C01,,,,,0.994,,13.7555,,,4.9,
286,287.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,21.9,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,11GC18C91,,,,,0.014,,8.474,,,2.2,
287,288.0,2011.0,April    ,Spring,Erie,ER1111-SV,E092M11,ER92,11.0,41.95,-82.686,2011-04-12 00:31:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC18I12,,,,,0.991,,17.375500000000002,,,,
288,289.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC18I32,,,,,0.031,,8.386500000000002,,,,
289,290.0,2011.0,April    ,Spring,Erie,ER1111-SV,E042M11,ER42,23.0,41.964,-82.041,2011-04-12 03:57:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC18I52,,,,,-0.0008725,,7.1875,,,,
290,291.0,2011.0,April    ,Spring,Erie,ER1111-SV,E073M11,ER73,25.0,41.978,-81.757,2011-04-12 07:21:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC18I72,,,,,-0.0003026,,9.311499999999999,,,,
291,292.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC18I92,,,,,0.017,,8.228000000000002,,,,
292,293.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,,Synthetic Sample,surface water,INSITU_MEAS,field blank,11GC18R20,,,0.5633,,-0.00337,,0.318,,,,0.12
293,294.0,2011.0,April    ,Spring,Erie,ER1111-SV,E092M11,ER92,11.0,41.95,-82.686,2011-04-12 00:31:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,11GC18S01,,,276.4,,0.992,,13.8045,,,4.9,8.64
294,295.0,2011.0,April    ,Spring,Erie,ER1111-SV,E092M11,ER92,11.0,41.95,-82.686,2011-04-12 00:31:00,EDT,5.7,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC18S03,,,277.6,,0.993,,14.69,,,4.9,10.6
295,296.0,2011.0,April    ,Spring,Erie,ER1111-SV,E092M11,ER92,11.0,41.95,-82.686,2011-04-12 00:31:00,EDT,9.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC18S11,,,277.6,,0.992,,14.886500000000002,,,4.9,9.54
296,297.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,11GC18S21,,,267.8,,0.031,,7.2615,,,2.6,1.41
297,298.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,11.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC18S23,,,269.6,,0.032,,7.864,,,2.6,1.44
298,299.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC18S2A,,,,,,,,,,2.6,
299,300.0,2011.0,April    ,Spring,Erie,ER1111-SV,E043M11,ER43,22.8,41.788000000000004,-81.945,2011-04-12 05:25:00,EDT,21.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC18S31,,,269.1,,0.031,,6.7695,,,2.6,1.35
300,301.0,2011.0,April    ,Spring,Erie,ER1111-SV,E042M11,ER42,23.0,41.964,-82.041,2011-04-12 03:57:00,EDT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,11GC18S41,,,273.2,,-0.002093,,7.141,,,2.6,1.37
301,302.0,2011.0,April    ,Spring,Erie,ER1111-SV,E042M11,ER42,23.0,41.964,-82.041,2011-04-12 03:57:00,EDT,11.1,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC18S43,,,273.4,,-0.0016920000000000001,,8.036999999999999,,,2.6,1.08
302,303.0,2011.0,April    ,Spring,Erie,ER1111-SV,E042M11,ER42,23.0,41.964,-82.041,2011-04-12 03:57:00,EDT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC18S4A,,,,,,,,,,2.6,
303,304.0,2011.0,April    ,Spring,Erie,ER1111-SV,E042M11,ER42,23.0,41.964,-82.041,2011-04-12 03:57:00,EDT,20.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC18S51,,,273.4,,-0.001961,,8.2025,,,2.6,0.954
304,305.0,2011.0,April    ,Spring,Erie,ER1111-SV,E073M11,ER73,25.0,41.978,-81.757,2011-04-12 07:21:00,EDT,2.1,Surface,surface water,INSITU_MEAS,routine field sample,11GC18S61,,,273.5,,-0.001393,,9.2205,,,2.2,1.0
305,306.0,2011.0,April    ,Spring,Erie,ER1111-SV,E073M11,ER73,25.0,41.978,-81.757,2011-04-12 07:21:00,EDT,12.1,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC18S63,,,273.1,,-0.0016760000000000002,,7.4815,,,2.2,0.995
306,307.0,2011.0,April    ,Spring,Erie,ER1111-SV,E073M11,ER73,25.0,41.978,-81.757,2011-04-12 07:21:00,EDT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC18S6A,,,,,,,,,,2.2,
307,308.0,2011.0,April    ,Spring,Erie,ER1111-SV,E073M11,ER73,25.0,41.978,-81.757,2011-04-12 07:21:00,EDT,22.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC18S71,,,272.5,,-0.0008478,,8.1835,,,2.2,1.02
308,309.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,2.1,Surface,surface water,INSITU_MEAS,routine field sample,11GC18S81,,,271.8,,0.013999999999999999,,8.8385,,,2.2,1.09
309,310.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,11.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC18S83,,,272.9,,0.024,,8.8245,,,2.2,1.1
310,311.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC18S8A,,,,,,,,,,2.2,
311,312.0,2011.0,April    ,Spring,Erie,ER1111-SV,E036M11,ER36,24.0,41.935,-81.479,2011-04-12 08:54:00,EDT,21.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC18S91,,,272.5,,0.013999999999999999,,8.751000000000001,,,2.2,1.27
312,313.0,2011.0,April    ,Spring,Erie,ER1111-SV,E037M11,ER37,25.0,42.11,-81.575,2011-04-12 10:21:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC19I12,,,,,0.026,,10.9705,,,,
313,314.0,2011.0,April    ,Spring,Erie,ER1111-SV,E038M11,ER38,22.5,42.281000000000006,-81.672,2011-04-12 11:54:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC19I32,,,,,0.006409,,10.831,,,1.9,
314,315.0,2011.0,April    ,Spring,Erie,ER1111-SV,E078M11,ER78M,23.8,42.117,-81.25,2011-04-12 14:19:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC19I52,,,,,0.036,,8.588,,,,
315,316.0,2011.0,April    ,Spring,Erie,ER1111-SV,E032M11,ER32,22.3,42.082,-81.01100000000001,2011-04-12 16:04:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC19I72,,,,,0.043,,13.1415,,,,
316,317.0,2011.0,April    ,Spring,Erie,ER1111-SV,E031M11,ER31,22.9,42.253,-81.10600000000001,2011-04-12 17:29:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC19I92,,,,,0.004886,,10.7925,,,,
317,318.0,2011.0,April    ,Spring,Erie,ER1111-SV,E037M11,ER37,25.0,42.11,-81.575,2011-04-12 10:21:00,EDT,2.1,Surface,surface water,INSITU_MEAS,routine field sample,11GC19S01,,,272.5,,0.026000000000000002,,11.355,,,1.7,1.66
318,319.0,2011.0,April    ,Spring,Erie,ER1111-SV,E037M11,ER37,25.0,42.11,-81.575,2011-04-12 10:21:00,EDT,11.4,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC19S03,,,272.8,,0.026000000000000002,,10.153500000000001,,,1.7,1.74
319,320.0,2011.0,April    ,Spring,Erie,ER1111-SV,E037M11,ER37,25.0,42.11,-81.575,2011-04-12 10:21:00,EDT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC19S0A,,,,,,,,,,1.7,
320,321.0,2011.0,April    ,Spring,Erie,ER1111-SV,E037M11,ER37,25.0,42.11,-81.575,2011-04-12 10:21:00,EDT,22.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC19S11,,,272.5,,0.026000000000000002,,11.034500000000001,,,1.7,1.62
321,322.0,2011.0,April    ,Spring,Erie,ER1111-SV,E038M11,ER38,22.5,42.281000000000006,-81.672,2011-04-12 11:54:00,EDT,20.9,Surface,surface water,INSITU_MEAS,routine field sample,11GC19S21,,,272.8,,0.002518,,9.499,,,1.8,1.2
322,323.0,2011.0,April    ,Spring,Erie,ER1111-SV,E038M11,ER38,22.5,42.281000000000006,-81.672,2011-04-12 11:54:00,EDT,10.6,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC19S23,,,272.3,,0.002363,,10.185500000000001,,,1.8,1.28
323,324.0,2011.0,April    ,Spring,Erie,ER1111-SV,E038M11,ER38,22.5,42.281000000000006,-81.672,2011-04-12 11:54:00,EDT,10.6,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC19S2A,,,,,,,,,,1.8,
324,325.0,2011.0,April    ,Spring,Erie,ER1111-SV,E038M11,ER38,22.5,42.281000000000006,-81.672,2011-04-12 11:54:00,EDT,20.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC19S31,,,273.5,,0.003072,,10.8465,,,1.8,1.69
325,326.0,2011.0,April    ,Spring,Erie,ER1111-SV,E078M11,ER78M,23.8,42.117,-81.25,2011-04-12 14:19:00,EDT,1.7,Surface,surface water,INSITU_MEAS,routine field sample,11GC19S41,,,275.8,,0.036000000000000004,,8.6555,,,1.8,1.27
326,327.0,2011.0,April    ,Spring,Erie,ER1111-SV,E078M11,ER78M,23.8,42.117,-81.25,2011-04-12 14:19:00,EDT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC19S42,,,275.4,,0.035,,8.1425,,,1.8,0.911
327,328.0,2011.0,April    ,Spring,Erie,ER1111-SV,E078M11,ER78M,23.8,42.117,-81.25,2011-04-12 14:19:00,EDT,10.3,Ten Meter,surface water,INSITU_MEAS,routine field sample,11GC19S43,,,275.2,,0.035,,7.6555,,,1.8,0.756
328,329.0,2011.0,April    ,Spring,Erie,ER1111-SV,E078M11,ER78M,23.8,42.117,-81.25,2011-04-12 14:19:00,EDT,21.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC19S51,,,274.5,,0.036000000000000004,,8.6435,,,1.8,0.926
329,330.0,2011.0,April    ,Spring,Erie,ER1111-SV,E032M11,ER32,22.3,42.082,-81.01100000000001,2011-04-12 16:04:00,EDT,1.7,Surface,surface water,INSITU_MEAS,routine field sample,11GC19S61,,,270.4,,0.044000000000000004,,11.148,,,1.9,2.1
330,331.0,2011.0,April    ,Spring,Erie,ER1111-SV,E032M11,ER32,22.3,42.082,-81.01100000000001,2011-04-12 16:04:00,EDT,11.3,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC19S63,,,271.0,,0.045,,12.6585,,,1.8,1.85
331,332.0,2011.0,April    ,Spring,Erie,ER1111-SV,E032M11,ER32,22.3,42.082,-81.01100000000001,2011-04-12 16:04:00,EDT,4.8,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC19S6A,,,,,,,,,,1.8,
332,333.0,2011.0,April    ,Spring,Erie,ER1111-SV,E032M11,ER32,22.3,42.082,-81.01100000000001,2011-04-12 16:04:00,EDT,21.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC19S71,,,270.3,,0.042,,11.732500000000002,,,1.8,1.91
333,334.0,2011.0,April    ,Spring,Erie,ER1111-SV,E031M11,ER31,22.9,42.253,-81.10600000000001,2011-04-12 17:29:00,EDT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,11GC19S81,,,274.9,,0.00614,,11.329,,,1.8,0.952
334,335.0,2011.0,April    ,Spring,Erie,ER1111-SV,E031M11,ER31,22.9,42.253,-81.10600000000001,2011-04-12 17:29:00,EDT,11.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC19S83,,,275.8,,0.00549,,11.298,,,1.8,1.4
335,336.0,2011.0,April    ,Spring,Erie,ER1111-SV,E031M11,ER31,22.9,42.253,-81.10600000000001,2011-04-12 17:29:00,EDT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC19S8A,,,,,,,,,,1.8,
336,337.0,2011.0,April    ,Spring,Erie,ER1111-SV,E031M11,ER31,22.9,42.253,-81.10600000000001,2011-04-12 17:29:00,EDT,20.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC19S91,,,275.6,,0.005459,,11.8535,,,1.8,1.45
337,338.0,2011.0,April    ,Spring,Erie,ER1111-SV,E0FOM11,ERFO,32.1,42.417,-79.584,2011-04-13 04:49:00,EDT,21.2,Bottom Minus 10,surface water,INSITU_MEAS,lab duplicate,11GC20C70,,,,,0.099,,4.8995,,,1.6,
338,339.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,9.5,Middle Depth,surface water,INSITU_MEAS,field duplicate,11GC20D03,,,272.8,,0.006745999999999999,,11.39,,,2.0,1.7
339,340.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC20I12,,,,,0.006942,,11.166,,,,
340,341.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC20I32,,,,,0.168,,5.74,,,,
341,342.0,2011.0,April    ,Spring,Erie,ER1111-SV,E063M11,ER63,46.7,42.417,-79.801,2011-04-13 01:08:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC20I52,,,,,0.162,,7.232000000000001,,,,
342,343.0,2011.0,April    ,Spring,Erie,ER1111-SV,E0FOM11,ERFO,32.1,42.417,-79.584,2011-04-13 04:49:00,EDT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC20I72,,,,,0.1,,5.0175,,,,
343,344.0,2011.0,April    ,Spring,Erie,ER1111-SV,E009M11,ER09,49.2,42.538000000000004,-79.617,2011-04-13 05:55:00,EDT,0.0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,11GC20I92,,,,,0.15,,6.503500000000001,,,1.0,
344,345.0,2011.0,April    ,Spring,Erie,ER1111-SV,E063M11,ER63,46.7,42.417,-79.801,2011-04-13 01:08:00,EDT,,Synthetic Sample,surface water,INSITU_MEAS,field blank,11GC20R40,,,11.55,,-0.0005585,,-0.2115,,,,0.054
345,346.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,11GC20S01,,,273.3,,0.007014,,11.383000000000001,,,2.0,1.61
346,347.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,9.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,11GC20S03,,,272.4,,0.006168,,11.8925,,,2.0,2.06
347,348.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC20S0A,,,,,,,,,,2.0,
348,349.0,2011.0,April    ,Spring,Erie,ER1111-SV,E030M11,ER30,20.9,42.43,-81.205,2011-04-12 18:54:00,EDT,19.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC20S11,,,271.9,,0.00701,,11.324,,,2.0,2.25
349,350.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,11GC20S21,,,279.1,,0.16899999999999998,,4.9355,,,1.3,0.272
350,351.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,11GC20S22,,,280.5,,0.168,,5.0955,,,1.3,0.245
351,352.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,11GC20S23,,,280.3,,0.16699999999999998,,5.7035,,,1.3,0.241
352,353.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,11GC20S24,,,280.4,,0.16899999999999998,,5.524,,,1.3,0.286
353,354.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,30.1,Thirty Meter,surface water,INSITU_MEAS,routine field sample,11GC20S25,,,280.8,,0.168,,5.5145,,,1.3,0.271
354,355.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,40.1,Forty Meter,surface water,INSITU_MEAS,routine field sample,11GC20S26,,,280.6,,0.17,,5.0575,,,1.3,0.253
355,356.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,52.2,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,11GC20S30,,,280.7,,0.177,,5.557,,,1.3,0.221
356,357.0,2011.0,April    ,Spring,Erie,ER1111-SV,E015M11,ER15M,46.7,42.516000000000005,-79.892,2011-04-13 02:33:00,EDT,61.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,11GC20S31,,,281.2,,0.184,,5.261,,,1.4,0.198
